PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Vogt, S; Carey, D								Toward a microanalysis of imitative actions								BEHAVIORAL AND BRAIN SCIENCES				21	5			705	+		10.1017/S0140525X98461740			OCT 1998	1998										4									
J	VOGT, S								IMAGERY NEEDS PREPARATION, TOO								BEHAVIORAL AND BRAIN SCIENCES				17	2			226	227		10.1017/S0140525X00034324			JUN 1994	1994										6									
J	Vokey, JR; Higham, PA								Implicit knowledge as automatic, latent knowledge								BEHAVIORAL AND BRAIN SCIENCES				22	5			787	+		10.1017/S0140525X99582186			OCT 1999	1999										10									
J	Vokey, JR								Statistics without probability: Significance testing as typicality and exchangeability in data analysis								BEHAVIORAL AND BRAIN SCIENCES				21	2			225	+		10.1017/S0140525X9856116X			APR 1998	1998										2									
J	VOLAND, E								RULES REGULATING INBREEDING, CULTURAL VARIABILITY AND THE GREAT HEURISTIC PROBLEM OF EVOLUTIONARY ANTHROPOLOGY								BEHAVIORAL AND BRAIN SCIENCES				14	2			279	279		10.1017/S0140525X00066681			JUN 1991	1991										1									
J	Volk, Anthony A.								Bullying when it's hot? The CLASH model and climatic influences on bullying								BEHAVIORAL AND BRAIN SCIENCES				40						e101	10.1017/S0140525X16001138			2017	2017										2									
J	von Hippel, W.; Trivers, R.								The evolution and psychology of self-deception								Behavioral and Brain Sciences				34				35	35						2011										1									
J	von Hippel, W; Trivers, R								Reflections on self-deception								Behavioral and Brain Sciences				34				41	56						2011										1									
J	von Hippel, W.; Trivers, R.								The evolution and psychology of self-deception								Behavioral and Brain Sciences																									1									
J	von Hippel, William; von Hippel, Frank A.								Goals are not selfish								BEHAVIORAL AND BRAIN SCIENCES				37	2			157	158		10.1017/S0140525X13002173			APR 2014	2014										1									
J	von Hippel, William; Trivers, Robert								Reflections on self-deception Response								BEHAVIORAL AND BRAIN SCIENCES				34	1						10.1017/S0140525X10003018			FEB 2011	2011										10									
J	von Hippel, William; Trivers, Robert								The evolution and psychology of self-deception								BEHAVIORAL AND BRAIN SCIENCES				34	1						10.1017/S0140525X10001354			FEB 2011	2011										216									
J	von Rueden, Christopher R.; Gurven, Michael								When the strong punish: Why net costs of punishment are often negligible								BEHAVIORAL AND BRAIN SCIENCES				35	1						10.1017/S0140525X11001427			FEB 2012	2012										9									
J	von Stein, A; Sarnthein, J								EEG frequency and the size of cognitive neuronal assemblies								BEHAVIORAL AND BRAIN SCIENCES				23	3			413	+		10.1017/S0140525X0038325X			JUN 2000	2000										2									
J	VONECKARDT, B								GRUNBAUM CHALLENGE TO FREUD LOGIC OF ARGUMENTATION - A RECONSTRUCTION AND AN ADDENDUM								BEHAVIORAL AND BRAIN SCIENCES				9	2			262	263					JUN 1986	1986										2									
J	VONECKARDT, B								PUCCETTI MENTAL-DUALITY THESIS - A CASE OF BAD ARGUMENTS								BEHAVIORAL AND BRAIN SCIENCES				4	1			113	114		10.1017/S0140525X00007913			1981	1981										2									
J	VONGLASERSFELD, E								DIFFICULTIES OF DEMONSTRATING POSSESSION OF CONCEPTS								BEHAVIORAL AND BRAIN SCIENCES				11	4			601	602		10.1017/S0140525X00053681			DEC 1988	1988										1									
J	VONKNORRING, L								THE BIOCHEMICAL BASIS OF SENSATION-SEEKING BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				7	3			443	445		10.1017/S0140525X00019063			1984	1984										3									
J	Voracek, M								Phlogiston, fluid intelligence, and the Lynn-Flynn effect								BEHAVIORAL AND BRAIN SCIENCES				29	2			142	+		10.1017/S0140525X06389030			APR 2006	2006										6									
J	Voracek, M								Shortcomings of the Sociosexual Orientation Inventory: Can psychometrics inform evolutionary psychology?								BEHAVIORAL AND BRAIN SCIENCES				28	2			296	+		10.1017/S0140525X05430058			APR 2005	2005										13									
J	Voracek, M; Fisher, ML								The birth of a confounded idea: The joys and pitfalls of self-experimentation								BEHAVIORAL AND BRAIN SCIENCES				27	2			273	+		10.1017/S0140525X04330062			APR 2004	2004										2									
J	Voracek, M; Shackelford, TK								An evolutionary theory of pain must consider sex differences								BEHAVIORAL AND BRAIN SCIENCES				25	4			474	+					AUG 2002	2002										1									
J	Voracek, Martin; Tran, Ulrich S.; Fisher, Maryanne L.								Evolutionary psychology's notion of differential grandparental investment and the Dodo Bird Phenomenon: Not everyone can be right								BEHAVIORAL AND BRAIN SCIENCES				33	1			39	+		10.1017/S0140525X09991737			FEB 2010	2010										2									
J	Voracek, Martin								Digit ratio (2D:4D) as a marker for mental disorders: Low (masculinized) 2D:4D in autism-spectrum disorders, high (feminized) 2D:4D in schizophrenic-spectrum disorders								BEHAVIORAL AND BRAIN SCIENCES				31	3			283	+		10.1017/S0140525X08004445			JUN 2008	2008										16									
J	Voracek, Martin								Population genetical musings on suicidal behavior as a common, harmful, heritable mental disorder								BEHAVIORAL AND BRAIN SCIENCES				29	4			423	+		10.1017/S0140525X06419099			AUG 2006	2006										16									
J	Vrij, Aldert								Self-deception, lying, and the ability to deceive								BEHAVIORAL AND BRAIN SCIENCES				34	1						10.1017/S0140525X10002293			FEB 2011	2011										2									
J	Vroomen, J; de Gelder, B								Why not model spoken word recognition instead of phoneme monitoring?								BEHAVIORAL AND BRAIN SCIENCES				23	3			349	+		10.1017/S0140525X00493246			JUN 2000	2000										1									
J	Vuilleumier, Patrik								Precision about the automatic emotional brain								BEHAVIORAL AND BRAIN SCIENCES				38						e89	10.1017/S0140525X14001046			2015	2015										1									
J	Vuoskoski, Jonna K.; Eerola, Tuomas								Explaining the enjoyment of negative emotions evoked by the arts: The need to consider empathy and other underlying mechanisms of emotion induction								BEHAVIORAL AND BRAIN SCIENCES				40						e378	10.1017/S0140525X1700187X			2017	2017										1									
J	Vuust, Peter; Frith, Chris D.								Anticipation is the key to understanding music and the effects of music on emotion								BEHAVIORAL AND BRAIN SCIENCES				31	5			599	+		10.1017/S0140525X08005542			OCT 2008	2008										20									
J	WABER, DP								WHAT IS THE SIGNIFICANCE OF SEX-DIFFERENCES IN PERFORMANCE ASYMMETRIES								BEHAVIORAL AND BRAIN SCIENCES				3	2			249	250		10.1017/S0140525X00004714			1980	1980										1									
J	WACHS, TD								A SHAKY ALLIANCE - COMMENTARY ON PLOMIN AND BERGEMAN MODEL OF NATURE AND NURTURE								BEHAVIORAL AND BRAIN SCIENCES				14	3			411	411		10.1017/S0140525X00070552			SEP 1991	1991										1									
J	WACHS, TD								THE RELEVANCE OF THE CONCEPT OF NONSHARED ENVIRONMENT TO THE STUDY OF ENVIRONMENTAL-INFLUENCES - A PARADIGMATIC SHIFT OR JUST SOME GEARS SLIPPING								BEHAVIORAL AND BRAIN SCIENCES				10	1			41	42		10.1017/S0140525X00056247			MAR 1987	1987										2									
J	WACHTEL, PL								EARLY FREUD, LATE FREUD, CONFLICT AND INTENTIONALITY								BEHAVIORAL AND BRAIN SCIENCES				9	2			263	264		10.1017/S0140525X00022640			JUN 1986	1986										2									
J	WAGEMANS, J; DEWEERT, CMM								WAYS OF COLORING THE ECOLOGICAL APPROACH								BEHAVIORAL AND BRAIN SCIENCES				15	1			54	&		10.1017/S0140525X00067571			MAR 1992	1992										2									
J	Wagenmakers, Eric-Jan								How do individuals reason in the Wason card selection task?								BEHAVIORAL AND BRAIN SCIENCES				32	1			104	+		10.1017/S0140525X09000508			FEB 2009	2009										1									
J	Wager, Tor D.; Kober, Hedy; Bliss-Moreau, Eliza; Lindquist, Kristen A.								The Brain Basis of Emotion: A Meta-analytic Review								Behavioral and Brain Sciences															2011										2									
J	Wagman, JB								Symmetry for the sake of symmetry, or symmetry for the sake of behavior?								BEHAVIORAL AND BRAIN SCIENCES				25	3			423	+		10.1017/S0140525X02420079			JUN 2003	2003										3									
J	Wagman, Jeffrey B.								Perception-action as reciprocal, continuous, and prospective								BEHAVIORAL AND BRAIN SCIENCES				31	2			219	+		10.1017/S0140525X08004032			APR 2008	2008										5									
J	Wagner, U; Gais, S; Born, J								Refinements and confinements in a two-stage model of memory consolidation								BEHAVIORAL AND BRAIN SCIENCES				28	6			857	858		10.1017/S0140525X05220150			DEC 2005	2005										2									
J	Wagstaff, GF								Altruism, self-control, and justice: What Aristotle really said								BEHAVIORAL AND BRAIN SCIENCES				25	2			278	+		10.1017/S0140525X02520057			APR 2003	2003										1									
J	WAGSTAFF, GF								STATE VERSUS NON-STATE PARADIGMS OF HYPNOSIS - A REAL OR A FALSE DICHOTOMY								BEHAVIORAL AND BRAIN SCIENCES				9	3			486	487		10.1017/S0140525X00046744			SEP 1986	1986										5									
J	WAHLSTEN, D								SOCIOBIOLOGY FLOPS AGAIN								BEHAVIORAL AND BRAIN SCIENCES				16	2			310	311		10.1017/S0140525X00030235			JUN 1993	1993										2									
J	WAHLSTEN, D								INSENSITIVITY OF THE ANALYSIS OF VARIANCE TO HEREDITY-ENVIRONMENT INTERACTION								BEHAVIORAL AND BRAIN SCIENCES				13	1			109	&		10.1017/S0140525X00077797			MAR 1990	1990										243									
J	WAHLSTEN, D								GOALS AND METHODS - THE STUDY OF DEVELOPMENT VERSUS PARTITIONING OF VARIANCE								BEHAVIORAL AND BRAIN SCIENCES				13	1			146	&		10.1017/S0140525X00078067			MAR 1990	1990										4									
J	WAHLSTEN, D								EACH BEHAVIOR IS A PRODUCT OF HEREDITY AND EXPERIENCE								BEHAVIORAL AND BRAIN SCIENCES				7	4			699	700		10.1017/S0140525X00028247			1984	1984										1									
J	WAHLSTEN, D								SOME LOGICAL FALLACIES IN THE CLASSICAL ETHOLOGICAL POINT OF VIEW								BEHAVIORAL AND BRAIN SCIENCES				2	1			48	49		10.1017/S0140525X00060660			1979	1979										1									
J	Wakefield, Jerome C.								High mental disorder rates are based on invalid measures: Questions about the claimed ubiquity of mutation-induced dysfunction								BEHAVIORAL AND BRAIN SCIENCES				29	4			424	+		10.1017/S0140525X06429095			AUG 2006	2006										2									
J	WALDBILLIG, RJ								HIGH-FAT DIET-INDUCED HYPERPHAGIA - AN APPARENT PARADOX THAT APPEARS CONSISTENT WITH LEMAGNENS GLUCOPRIVIC-LIPOLYTIC CONCEPTS								BEHAVIORAL AND BRAIN SCIENCES				4	4			593	594		10.1017/S0140525X00000467			1981	1981										2									
J	WALDBILLIG, RJ								OFFENSE, DEFENSE, SUBMISSION AND ATTACK - PROBLEMS OF LOGIC AND LEXICON								BEHAVIORAL AND BRAIN SCIENCES				2	2			227	228		10.1017/S0140525X00062166			1979	1979										1									
J	WALDMAN, ID; WEINBERG, RA								THE NEED FOR COLLABORATION BETWEEN BEHAVIOR GENETICISTS AND ENVIRONMENTALLY-ORIENTED INVESTIGATORS IN DEVELOPMENTAL RESEARCH								BEHAVIORAL AND BRAIN SCIENCES				14	3			412	412		10.1017/S0140525X00070564			SEP 1991	1991										1									
J	Waldmann, Michael R.								Neurath's ship: The constitutive relation between normative and descriptive theories of rationality								BEHAVIORAL AND BRAIN SCIENCES				34	5			273	+		10.1017/S0140525X11000586			OCT 2011	2011										1									
J	Waldzus, Sven; Schubert, Thomas W.; Paladino, Maria-Paola								Are attitudes the problem, and do psychologists have the answer? Relational cognition underlies intergroup relations								BEHAVIORAL AND BRAIN SCIENCES				35	6			449	450		10.1017/S0140525X1200146X			DEC 2012	2012										2									
J	Walenski, M; Swinney, D								Sources of Variability in correlating syntactic complexity and working memory								BEHAVIORAL AND BRAIN SCIENCES				22	1			112	+		10.1017/S0140525X99411781			FEB 1999	1999										1									
J	Walker, DL; Gold, PE								NMDA receptors: Substrates or modulators of memory formation								BEHAVIORAL AND BRAIN SCIENCES				20	4			634	+		10.1017/S0140525X97451592			DEC 1997	1997										2									
J	Walker, M. P.								A refined model of sleep and the time course of memory formation								Behavioral and Brain Sciences				28	1										2005										1									
J	Walker, MP								A refined model of sleep and the time course of memory formation								BEHAVIORAL AND BRAIN SCIENCES				28	1			51	+		10.1017/S0140525X05000026			FEB 2005	2005										245									
J	Walker, R; Mattingley, JB								Pathological completion: The blind leading the mind?								BEHAVIORAL AND BRAIN SCIENCES				21	6			778	+		10.1017/S0140525X98561754			DEC 1998	1998										1									
J	WALKER, S								SPECIOUS COMPARISONS VS COMPARATIVE EPISTEMOLOGY								BEHAVIORAL AND BRAIN SCIENCES				13	2			394	394		10.1017/S0140525X00079371			JUN 1990	1990										1									
J	WALKER, S								LANGUAGE, HANDEDNESS AND THE LARYNX								BEHAVIORAL AND BRAIN SCIENCES				11	4			731	732		10.1017/S0140525X00054376			DEC 1988	1988										5									
J	WALKER, S								OR IN THE HAND, OR IN THE HEART - ALTERNATIVE ROUTES TO LATERALIZATION								BEHAVIORAL AND BRAIN SCIENCES				10	2			288	288		10.1017/S0140525X00047932			JUN 1987	1987										4									
J	Walker, SF								Misleading asymmetries of brain structure								BEHAVIORAL AND BRAIN SCIENCES				26	2			240	+					APR 2003	2003										1									
J	Walker, SF								Precursors to theories of mind in nonhuman brains								BEHAVIORAL AND BRAIN SCIENCES				21	1			131	+		10.1017/S0140525X98420703			FEB 1998	1998										1									
J	WALKER, SF								HOW GENERAL IS A GENERAL-THEORY OF REINFORCEMENT								BEHAVIORAL AND BRAIN SCIENCES				17	1			154	155		10.1017/S0140525X00033823			MAR 1994	1994										1									
J	Walker-Andrews, A								Infants, too, are global perceivers								BEHAVIORAL AND BRAIN SCIENCES				24	2			244	+		10.1017/S0140525X01553947			APR 2001	2001										1									
J	Walker-Andrews, AS; Haviland-Jones, J								A dynamic duo: Emotion and development								BEHAVIORAL AND BRAIN SCIENCES				28	2			221	+		10.1017/S0140525X05500049			APR 2005	2005										1									
J	WALL, PD								NO PAIN AND BEHAVIOR BUT PAIN IN BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				8	1			73	73		10.1017/S0140525X00019737			1985	1985										3									
J	WALLACE, B								EIDETIC IMAGERY NEED NOT HAUNT US - A SUPPORTIVE EXAMPLE FOR THE USE OF PHENOMENOLOGICAL REPORTS								BEHAVIORAL AND BRAIN SCIENCES				2	4			618	619		10.1017/S0140525X00064839			1979	1979										2									
J	Wallace, D								Protecting cognitive science from quantum theory								BEHAVIORAL AND BRAIN SCIENCES				27	5			636	+		10.1017/S0140525X04320145			OCT 2004	2004										5									
J	WALLACE, R								COGNITIVE MAPPING AND ALGORITHMIC COMPLEXITY - IS THERE A ROLE FOR QUANTUM PROCESSES IN THE EVOLUTION OF HUMAN CONSCIOUSNESS								BEHAVIORAL AND BRAIN SCIENCES				16	3			614	615		10.1017/S0140525X00031940			SEP 1993	1993										3									
J	WALLACE, SA; WEEKS, DL								INITIATING VOLUNTARY MOVEMENTS - WRONG THEORIES FOR THE WRONG BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				12	2			233	234		10.1017/S0140525X00048500			JUN 1989	1989										1									
J	WALLEN, K								EVOLUTIONARY HYPOTHESIS-TESTING - CONSISTENCY IS NOT ENOUGH								BEHAVIORAL AND BRAIN SCIENCES				15	1			118	&		10.1017/S0140525X00067893			MAR 1992	1992										1									
J	WALLEN, K								MATE SELECTION - ECONOMICS AND AFFECTION								BEHAVIORAL AND BRAIN SCIENCES				12	1			37	38		10.1017/S0140525X00024250			MAR 1989	1989										11									
J	Wallentin, Mikkel; Frith, Chris D.								Language is shaped for social interactions, as well as by the brain								BEHAVIORAL AND BRAIN SCIENCES				31	5			536	+		10.1017/S0140525X0800527X			OCT 2008	2008										3									
J	Waller, M								Genier than thou								BEHAVIORAL AND BRAIN SCIENCES				19	4			781	&		10.1017/S0140525X00044046			DEC 1996	1996										1									
J	Waller, NG; Johnson, WO								The non-significance of straw man arguments								BEHAVIORAL AND BRAIN SCIENCES				21	2			226	+		10.1017/S0140525X98571166			APR 1998	1998										1									
J	WALLER, NG								INDIVIDUAL-DIFFERENCES IN AGE PREFERENCES IN MATES								BEHAVIORAL AND BRAIN SCIENCES				17	3			578	581		10.1017/S0140525X00036050			SEP 1994	1994										7									
J	Wallin, A; Gardenfors, P								Smart people who make simple heuristics work								BEHAVIORAL AND BRAIN SCIENCES				23	5			765	+		10.1017/S0140525X00493441			OCT 2000	2000										9									
J	Walsh, V.; Cohen Kadosh, R.								Numerical representation in the parietal lobes: abstract or not abstract?								Behavioral and Brain Sciences				32	3-4										2009										2									
J	WALTER, A								POP GOES THE WEASEL								BEHAVIORAL AND BRAIN SCIENCES				12	1			185	186		10.1017/S0140525X00024936			MAR 1989	1989										1									
J	WALTER, CB; SWINNEN, SP								POTENTIAL DISPARITIES BETWEEN IMAGINING AND PREPARING MOTOR-SKILLS								BEHAVIORAL AND BRAIN SCIENCES				17	2			227	228		10.1017/S0140525X00034336			JUN 1994	1994										1									
J	WALTER, DO								THE THERMOSTAT AND THE PHILOSOPHY PROFESSOR								BEHAVIORAL AND BRAIN SCIENCES				3	3			449	449		10.1017/S0140525X00006014			1980	1980										1									
